-GM9   1  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107  1.0  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107



kpoint  A : 0.500000 0.500000 0.500000 :  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
-A1+  1  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000
-A1-  1  1.0  1.000000  1.000000 -1.0 -1.0 -1.000000 -1.000000  1.0  1.0  1.000000  1.000000 -1.0 -1.0 -1.000000 -1.000000  1.0  1.0  1.000000  1.000000 -1.0 -1.0 -1.000000 -1.000000  1.0  1.0  1.000000  1.000000 -1.0 -1.0 -1.000000 -1.000000
-A10  1  0.0  0.707107  0.707107 -1.0  0.0 -0.707107 -0.707107 -1.0  0.0 -0.707107 -0.707107  1.0  0.0  0.707107  0.707107  1.0  0.0  0.707107  0.707107 -1.0  0.0 -0.707107 -0.707107 -1.0  0.0 -0.707107 -0.707107  1.0  0.0  0.707107  0.707107
-A11  1  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107  1.0  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107
-A12  1  0.0  0.707107  0.707107 -1.0  0.0 -0.707107 -0.707107 -1.0  0.0 -0.707107 -0.707107  1.0  0.0  0.707107  0.707107  1.0  0.0  0.707107  0.707107 -1.0  0.0 -0.707107 -0.707107 -1.0  0.0 -0.707107 -0.707107  1.0  0.0  0.707107  0.707107
-A2+  1  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000
-A2-  1  1.0 -1.000000 -1.000000 -1.0 -1.0  1.000000  1.000000  1.0  1.0 -1.000000 -1.000000 -1.0 -1.0  1.000000  1.000000  1.0  1.0 -1.000000 -1.000000 -1.0 -1.0  1.000000  1.000000  1.0  1.0 -1.000000 -1.000000 -1.0 -1.0  1.000000  1.000000
-A3+  1 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000
-A3-  1 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000
-A4+  1 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000
-A4-  1 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000
-A9   1  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107  1.0  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107



kpoint  M : 0.500000 0.500000 0.000000 :  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
-M1+  1  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000
-M1-  1  1.0  1.000000  1.000000 -1.0 -1.0 -1.000000 -1.000000  1.0  1.0  1.000000  1.000000 -1.0 -1.0 -1.000000 -1.000000  1.0  1.0  1.000000  1.000000 -1.0 -1.0 -1.000000 -1.000000  1.0  1.0  1.000000  1.000000 -1.0 -1.0 -1.000000 -1.000000
-M10  1  0.0  0.707107  0.707107 -1.0  0.0 -0.707107 -0.707107 -1.0  0.0 -0.707107 -0.707107  1.0  0.0  0.707107  0.707107  1.0  0.0  0.707107  0.707107 -1.0  0.0 -0.707107 -0.707107 -1.0  0.0 -0.707107 -0.707107  1.0  0.0  0.707107  0.707107
-M11  1  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107  1.0  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107
-M12  1  0.0  0.707107  0.707107 -1.0  0.0 -0.707107 -0.707107 -1.0  0.0 -0.707107 -0.707107  1.0  0.0  0.707107  0.707107  1.0  0.0  0.707107  0.707107 -1.0  0.0 -0.707107 -0.707107 -1.0  0.0 -0.707107 -0.707107  1.0  0.0  0.707107  0.707107
-M2+  1  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000
-M2-  1  1.0 -1.000000 -1.000000 -1.0 -1.0  1.000000  1.000000  1.0  1.0 -1.000000 -1.000000 -1.0 -1.0  1.000000  1.000000  1.0  1.0 -1.000000 -1.000000 -1.0 -1.0  1.000000  1.000000  1.0  1.0 -1.000000 -1.000000 -1.0 -1.0  1.000000  1.000000
-M3+  1 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000
-M3-  1 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000
-M4+  1 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000
-M4-  1 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000
-M9   1  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107  1.0  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107



kpoint  R : 0.000000 0.500000 0.500000 :  1 2 3 4 5 6 7 8
-R1+  1  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
-R1-  1  1.0 -1.0 -1.0  1.0  1.0 -1.0 -1.0  1.000000  1.000000 -1.000000 -1.000000  1.000000  1.000000 -1.000000 -1.000000
-R2+  1 -1.0  1.0 -1.0  1.0 -1.0  1.0 -1.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-R2-  1 -1.0 -1.0  1.0  1.0 -1.0 -1.0  1.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-R5   1  0.0 -1.0  0.0 -1.0  0.0  1.0  0.0 -0.707107  0.707107  0.707107 -0.707107  0.707107 -0.707107 -0.707107  0.707107
-R6   1  0.0 -1.0  0.0 -1.0  0.0  1.0  0.0 -0.707107  0.707107  0.707107 -0.707107  0.707107 -0.707107 -0.707107  0.707107



kpoint  X : 0.000000 0.500000 0.000000 :  1 2 3 4 5 6 7 8
-X1+  1  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
-X1-  1  1.0 -1.0 -1.0  1.0  1.0 -1.0 -1.0  1.000000  1.000000 -1.000000 -1.000000  1.000000  1.000000 -1.000000 -1.000000
-X2+  1 -1.0  1.0 -1.0  1.0 -1.0  1.0 -1.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-X2-  1 -1.0 -1.0  1.0  1.0 -1.0 -1.0  1.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-X5   1  0.0 -1.0  0.0 -1.0  0.0  1.0  0.0 -0.707107  0.707107  0.707107 -0.707107  0.707107 -0.707107 -0.707107  0.707107
-X6   1  0.0 -1.0  0.0 -1.0  0.0  1.0  0.0 -0.707107  0.707107  0.707107 -0.707107  0.707107 -0.707107 -0.707107  0.707107



kpoint  Z : 0.000000 0.000000 0.500000 :  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
-Z1+  1  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000  1.0  1.0  1.000000  1.000000
-Z1-  1  1.0  1.000000  1.000000 -1.0 -1.0 -1.000000 -1.000000  1.0  1.0  1.000000  1.000000 -1.0 -1.0 -1.000000 -1.000000  1.0  1.0  1.000000  1.000000 -1.0 -1.0 -1.000000 -1.000000  1.0  1.0  1.000000  1.000000 -1.0 -1.0 -1.000000 -1.000000
-Z10  1  0.0  0.707107  0.707107 -1.0  0.0 -0.707107 -0.707107 -1.0  0.0 -0.707107 -0.707107  1.0  0.0  0.707107  0.707107  1.0  0.0  0.707107  0.707107 -1.0  0.0 -0.707107 -0.707107 -1.0  0.0 -0.707107 -0.707107  1.0  0.0  0.707107  0.707107
-Z11  1  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107  1.0  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107
-Z12  1  0.0  0.707107  0.707107 -1.0  0.0 -0.707107 -0.707107 -1.0  0.0 -0.707107 -0.707107  1.0  0.0  0.707107  0.707107  1.0  0.0  0.707107  0.707107 -1.0  0.0 -0.707107 -0.707107 -1.0  0.0 -0.707107 -0.707107  1.0  0.0  0.707107  0.707107
-Z2+  1  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000  1.0  1.0 -1.000000 -1.000000
-Z2-  1  1.0 -1.000000 -1.000000 -1.0 -1.0  1.000000  1.000000  1.0  1.0 -1.000000 -1.000000 -1.0 -1.0  1.000000  1.000000  1.0  1.0 -1.000000 -1.000000 -1.0 -1.0  1.000000  1.000000  1.0  1.0 -1.000000 -1.000000 -1.0 -1.0  1.000000  1.000000
-Z3+  1 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000
-Z3-  1 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000
-Z4+  1 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000
-Z4-  1 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000  1.0 -1.0  0.000000  0.000000 -1.0  1.0  0.000000  0.000000
-Z9   1  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107  1.0  0.0 -0.707107 -0.707107 -1.0  0.0  0.707107  0.707107 -1.0  0.0  0.707107  0.707107  1.0  0.0 -0.707107 -0.707107
