2.4,2.4	
2.7,2.4	
3.4,3.1	
10.43,2.5	
10.47,10.42	
10.49,2.4	
11.51,2.5	
11.55,2.4	
11.57,2.4	
12.59,2.5	
12.63,2.4	
13.65,2.4	
13.69,2.4	
13.71,2.4	
13.73,2.4	
14.75,2.4	
14.79,2.4	
14.81,2.4	
14.83,2.4	
15.85,2.4	
15.89,2.4	
15.91,2.4	
17.10,3.1	
21.40,3.1	
27.81,27.81	
30.117,27.81	
34.163,27.81	
37.183,27.81	
39.199,27.81	
42.222,27.81	
47.249,47.249	
47.252,10.42	
47.255,47.249	
48.257,2.4	
48.260,2.4	
48.263,2.4	
49.265,2.4	
49.269,10.42	
49.272,2.4	
49.274,2.4	
49.276,2.4	
50.278,2.5	
50.282,2.4	
50.285,2.4	
50.287,2.4	
51.289,10.42	
51.294,2.4	
51.296,10.42	
51.299,2.4	
51.301,2.4	
51.303,2.4	
52.305,2.4	
52.310,2.4	
52.312,2.4	
52.315,2.4	
52.317,2.4	
52.319,2.4	
53.321,2.4	
53.326,2.4	
53.328,2.4	
53.331,2.4	
53.333,2.4	
53.335,2.4	
54.337,2.4	
54.342,54.342	
54.344,2.4	
54.347,2.4	
54.349,2.4	
54.351,2.4	
55.353,10.42	
55.357,10.42	
55.360,10.42	
55.362,2.4	
55.364,2.4	
56.366,2.5	
56.370,2.4	
56.373,2.4	
56.375,2.4	
57.377,2.4	
57.382,2.4	
57.384,2.4	
57.387,2.4	
57.389,2.4	
57.391,2.4	
58.393,2.4	
58.397,10.42	
58.400,2.4	
58.402,2.4	
58.404,2.4	
59.406,2.5	
59.410,2.4	
59.413,2.4	
59.415,2.4	
60.417,2.4	
60.422,2.4	
60.424,60.424	
60.427,2.4	
60.429,2.4	
60.431,2.4	
61.433,2.4	
61.436,2.4	
61.439,2.4	
62.441,2.4	
62.446,2.4	
62.448,2.4	
62.451,2.4	
62.453,2.4	
62.455,2.4	
63.457,2.4	
63.462,2.4	
63.464,2.4	
63.467,2.4	
64.469,2.4	
64.474,2.4	
64.476,2.4	
64.479,2.4	
65.481,47.249	
65.485,10.42	
65.488,47.249	
65.490,47.249	
