2,2.5
10,2.5
11,2.5
12,2.5
13,2.5
14,2.5
15,2.5
48,2.5
49,2.5
50,2.5
52,2.5
53,2.5
54,2.5
55,2.5
56,2.5
57,2.5
58,2.5
59,2.5
60,2.5
61,2.5
62,2.5
63,2.5
65,2.5
66,2.5
67,2.5
68,2.5
69,2.5
70,2.5
71,2.5
73,2.5
74,2.5
81,81.33
83,83.44
84,2.5
86,2.5
87,87.76
88,2.5
111,81.33
113,81.33
114,81.33
115,81.33
116,81.33
118,81.33
119,81.33
120,81.33
121,81.33
122,81.33
124,83.44
125,2.5
126,2.5
127,83.44
129,2.5
130,2.5
131,2.5
132,2.5
134,2.5
135,2.5
136,2.5
137,2.5
139,87.76
140,87.76
141,2.5
142,2.5
147,2.5
148,2.5
162,2.5
164,2.5
165,2.5
166,2.5
167,2.5
174,174.133
175,175.138
176,176.144
188,174.133
189,174.133
190,174.133
191,175.138
192,175.138
193,176.144
194,176.144
200,2.5
201,2.5
202,2.5
203,2.5
204,2.5
205,2.5
206,2.5
215,81.33
216,81.33
217,81.33
218,81.33
219,81.33
221,83.44
222,2.5
223,2.5
224,2.5
225,83.44
226,87.76
227,2.5
228,2.5
229,87.76
230,2.5
